assembly_models_name,code_form_no,ata_code,reference_amp,description,category_code,issue_date,directive_no,is_rii,show_in_c_of_a,estimated_man_hours,note,applicability
BELL 429,DGCA/New-Misc./236,25,EASA AD 2020-0272,Equipment / Furnishings - Buckle - Modification / Replacement,MIS,12-Jan-2021,DGCA/New-Misc./236,,,0:00, ,"4 Point Harness Restraint Systems, having Part Number 18-( )-( ), all dash numbers, all serial numbers. These parts are known to be installed on, but not limited to, Airbus A330, A340 and A350 aeroplanes."
BELL 429,DGCA/New-Misc./237,25,FAA AD 021-07-13,"This AD defines the unsafe condition as a cracked rotary buckle handle, which could prevent a strap from releasing as intended when the buckle is rotated.",MIS,26-Apr-2021,DGCA/New-Misc./237,,,0:00, ,"This airworthiness directive (AD) applies to Pacific Scientific Company rotary buckle assembly (buckle), part numbers (P/Ns) 1111430 and 1111475, all dash numbers. These buckles may be installed on but not limited to Bombardier Inc., Learjet Inc., Mitsubishi Heavy Industries, Ltd., Textron Aviation, Inc. (Type Certificate (TC) previously held by Cessna Aircraft Company), and Viking Air Limited (TC previously held by de Havilland, Inc.) model airplanes and Airbus Helicopters (TC previously held by Eurocopter France) model helicopters, certificated in any category."
BELL 429,DGCA/New-Misc./238,34,FAA AD 2021-08-07,"Joint Aircraft System Component (JASC)/Air Transport Association (ATA) of America Code 3400, NAVIGATION SYSTEM.",MIS,26-Apr-2021,DGCA/New-Misc./238,,,0:00, ,"This AD applies to Rockwell Collins, Inc. GPS-4000S Global Positioning System (GPS) part number (P/N) 822-2189-100 installed on airplanes, certificated in any category."
BELL 429,DGCA/New-Misc./239,34,FAA AD 2021-08-15,"Joint Aircraft System Component (JASC) Code 3445, AIR COLLISION AVOIDANCE SYSTEM (TCAS).",MIS,24-May-2021,DGCA/New-Misc./239,,,0:00, ,"This AD applies to Garmin International GMN-00962 GTS processor units, part number 011-02571-0( ), with software version 3.13 or earlier, except software version 3.12.1, installed on airplanes certificated in any category. These units are marketed as the GTS 825, GTS 855, or GTS 8000."
BELL 429,DGCA/New-Misc./240,25,EASA AD : G-2021-0003,Equipment / Furnishings - Life Jacket - Inspection,MIS,28-Jun-2021,DGCA/New-Misc./240,,,0:00, ,"Survitec Group Limited (hereafter referred to as ""Survitec"" in this AD) Emergency Breathing System (EBS) P/N 12677009 fitted to Halo Passenger Lifejacket P/Ns 00031010 and 00031031."
BELL 429,DGCA/New-Misc./241,25,EASA AD : 2021-0137,ATA 25 - Equipment / Furnishings - Pilot and Co-pilot Seats / Longitudinal Locking System Pins - Measurement / Adjustment,MIS,28-Jun-2021,DGCA/New-Misc./241,,,0:00, ,"191 series pilot seats, having Part Number (P/N) 19101-00-00, and 191 series co-pilot seats, having P/N 19102-00-00. These seats are known to be installed on, but not limited to, COMAC ARJ21-700 aeroplanes."
BELL 429,DGCA/New-Misc./242,25,EASA AD G-2021-0004,Equipment / Furnishings - Life Raft - Inspection,MIS,23-Jul-2021,DGCA/New-Misc./242,,,0:00, ,"Survitec Group Limited (hereafter referred to as ""Survitec"" in this AD) Life Raft with packed assembly P/N 00051054 (Port) and 00051055 (Starboard)."
BELL 429,DGCA/New-Misc./243,26,EASA AD No.: 2021-0185R1,ATA 26 - Fire Protection - Hand-operated Fire Extinguishers - Inspection / Replacement,MIS,17-Aug-2021,DGCA/New-Misc./243,,,0:00, ,"HAFEX (Halon-free) hand-held fire extinguishers, having Part Numbe"
BELL 429,DGCA/New-Misc./243 R1,26,EASA AD No.: 2021-0185R1,ATA 26 - Fire Protection - Hand-operated Fire Extinguishers - Inspection / Replacement,MIS,27-Sep-2021,DGCA/New-Misc./243 R1,,,0:00, ,"HAFEX (Halon-free) hand-held fire extinguishers, having Part Number (P/N) P3APP003010A, P/N P3APP003010B or P/N P3APP003010C, all serial numbers (s/n)."
BELL 429,M155,33,FAA AD 2013-10-01,Unsafe Condition as the search Light / Gimbal Disconnecting from the helicopter and remaining attached solely by the internal cable harness or separating totally.,MIS,04-Jun-2013,DGCA/New-Misc/ 155,,,0:00, ,Spectrolab Nightsun XP Searchlight Assembly Systems with gimbal assembly part number (P/N) 033295-1 or 033295-2
BELL 429,M155,33,FAA AD 2013-10-01,Unsafe Condition as the search Light / Gimbal Disconnecting from the helicopter and remaining attached solely by the internal cable harness or separating totally.,MIS,04-Jun-2013,DGCA/New-Misc/ 155,,,0:00, ,Spectrolab Nightsun XP Searchlight Assembly Systems with gimbal assembly part number (P/N) 033295-1 or 033295-2
BELL 429,M155,33,FAA AD 2013-10-01,Unsafe Condition as the search Light / Gimbal Disconnecting from the helicopter and remaining attached solely by the internal cable harness or separating totally.,MIS,04-Jun-2013,DGCA/New-Misc/ 155,,,0:00, ,Spectrolab Nightsun XP Searchlight Assembly Systems with gimbal assembly part number (P/N) 033295-1 or 033295-2
BELL 429,M155,33,FAA AD 2013-10-01,Unsafe Condition as the search Light / Gimbal Disconnecting from the helicopter and remaining attached solely by the internal cable harness or separating totally.,MIS,04-Jun-2013,DGCA/New-Misc/ 155,,,0:00, ,Spectrolab Nightsun XP Searchlight Assembly Systems with gimbal assembly part number (P/N) 033295-1 or 033295-2
BELL 429,M155,33,FAA AD 2013-10-01,Unsafe Condition as the search Light / Gimbal Disconnecting from the helicopter and remaining attached solely by the internal cable harness or separating totally.,MIS,04-Jun-2013,DGCA/New-Misc/ 155,,,0:00, ,Spectrolab Nightsun XP Searchlight Assembly Systems with gimbal assembly part number (P/N) 033295-1 or 033295-2
BELL 429,M156,26,FAA AD 2013-09-11,"To Prevent the Brushes in the A/C Motor from wearing down, which could result in the Rivet in the Brush contacting the commutator causing sparks and consequent fire and or smoke in the tail cone with no means to detect or extinguish the fire and or smoke",MIS,07-Jun-2013,DGCA/New-Misc/ 156,,,0:00, ,"Cessna Model 500 and 501 airplanes, serial numbers (S/N) 0001 through 0689 inclusive"
BELL 429,M156,26,FAA AD 2013-09-11,"To Prevent the Brushes in the A/C Motor from wearing down, which could result in the Rivet in the Brush contacting the commutator causing sparks and consequent fire and or smoke in the tail cone with no means to detect or extinguish the fire and or smoke",MIS,07-Jun-2013,DGCA/New-Misc/ 156,,,0:00, ,"Cessna Model 500 and 501 airplanes, serial numbers (S/N) 0001 through 0689 inclusive"
BELL 429,M156,26,FAA AD 2013-09-11,"To Prevent the Brushes in the A/C Motor from wearing down, which could result in the Rivet in the Brush contacting the commutator causing sparks and consequent fire and or smoke in the tail cone with no means to detect or extinguish the fire and or smoke",MIS,07-Jun-2013,DGCA/New-Misc/ 156,,,0:00, ,"Cessna Model 500 and 501 airplanes, serial numbers (S/N) 0001 through 0689 inclusive"
BELL 429,M156,26,FAA AD 2013-09-11,"To Prevent the Brushes in the A/C Motor from wearing down, which could result in the Rivet in the Brush contacting the commutator causing sparks and consequent fire and or smoke in the tail cone with no means to detect or extinguish the fire and or smoke",MIS,07-Jun-2013,DGCA/New-Misc/ 156,,,0:00, ,"Cessna Model 500 and 501 airplanes, serial numbers (S/N) 0001 through 0689 inclusive"
BELL 429,M157,26,FAA AD 2013-11-04,To prevent the failure of urethane seals to maintain sufficient halon concentration in the cargo compartments to extinguish or contain fire or smoke,MIS,20-Jun-2013,DGCA/New-Misc/ 157,,,0:00, ,"Model 747-100, 747-100B, 747-100B SUD, 747-200B, 747-200F, 747-300, 747-400, 747- 400D, 747-400F, 747SR, and 747SP series airplanes, as identified in Boeing Special Attention Service Bulletin 747-25-3381, Revision 1"
BELL 429,M157,26,FAA AD 2013-11-04,To prevent the failure of urethane seals to maintain sufficient halon concentration in the cargo compartments to extinguish or contain fire or smoke,MIS,20-Jun-2013,DGCA/New-Misc/ 157,,,0:00, ,"Aircraft Model Boeing 747-100, 747-100B, 747-100B SUD, 747-200B, 747-200F, 747-300, 747-400, 747- 400D, 747-400F, 747SR, and 747SP series airplanes, as identified in Boeing Special Attention Service Bulletin 747-25-3381, Revision 1"
BELL 429,M157,26,FAA AD 2013-11-04,To prevent the failure of urethane seals to maintain sufficient halon concentration in the cargo compartments to extinguish or contain fire or smoke,MIS,20-Jun-2013,DGCA/New-Misc/ 157,,,0:00, ,"Model 747-100, 747-100B, 747-100B SUD, 747-200B, 747-200F, 747-300, 747-400, 747- 400D, 747-400F, 747SR, and 747SP series airplanes, as identified in Boeing Special Attention Service Bulletin 747-25-3381, Revision 1"
BELL 429,M157,26,FAA AD 2013-11-04,To prevent the Failure of urethane seals to maintain sufficient halon concentration in the cargo compartments to extinguish or contain fire or smoke,MIS,12-Jun-2013,DGCA/New-Misc/ 157,,,0:00, ,"Model 747-100, 747-100B, 747-100B SUD, 747-200B, 747-200F, 747-300, 747-400, 747- 400D, 747-400F, 747SR, and 747SP series airplanes, as identified in Boeing Special Attention Service Bulletin 747-25-3381, Revision 1"
BELL 429,M159,24,FAA AD 2014-17-02,"To detect and correct discrepancies of the battery wiring installation inside the TU, which could result in an electrical short and possible ignition source.",MIS,25-Sep-2013,DGCA/New-Misc/ 159 Rev 1,,,0:00, ,"This AD applies to Honeywell ASCs Inc. emergency locator transmitters (ELTs) Model RESCU 406AF and 406AFN with transmitter unit (TU) part numbers (P/Ns) 1152682-1, -2, and -3, installed on transport category airplanes, certificated in any category, but not limited to the airplanes identified in table 1 to paragraph (c) of this AD."
BELL 429,M035,34,EASA AD 2006-0265 CN,Check of mode 'C' or mode 'S' transponder system(s),MIS*,13-May-2013,DGCA/New-Misc/ 35 Rev 1,,,0:00, ,"Mode 'C' and Mode 'S' transponders, all types and models utilising Gilham code altitude input."
BELL 429,M001,32,DGCA Let no.77-5-69AI(1),MPI of undercarriage bolts of agricultural aircraft,MIS,24-May-1969,DGCA/New-Misc/01,,,0:00, ,Applicable to agricultural aircraft.
BELL 429,M001,32,DGCA Let no.77-5-69AI(1),MPI of undercarriage bolts of agricultural aircraft,MIS,24-May-1969,DGCA/New-Misc/01,,,0:00, ,Applicable to agricultural aircraft.
BELL 429,M002,100,"DGCA Let. NO. 9-414/AI(II), Dt.11/11/74",M-3 Type Generators Inspection Of Support Lug At Commutator Front End Housing For Cracks,MIS,11-Nov-1974,DGCA/New-Misc/02,,,0:00, ,As in the letter
BELL 429,M002,80,DGCA Letter No.9-414AI(11,M-3 TYPE generators insp. of support lug at commutator front end housing for cracks.,MIS,11-Nov-1974,DGCA/New-Misc/02,,,0:00, ,As in AD
BELL 429,M002,100,"DGCA Let. NO. 9-414/AI(II), Dt.11/11/74",M-3 Type Generators Inspection Of Support Lug At Commutator Front End Housing For Cracks,MIS,11-Nov-1974,DGCA/New-Misc/02,,,0:00, ,As in the letter
BELL 429,M002,5,DGCA Let No.9-414AI(II),M-3 Type Generator Insp. of Support Lugs at Commutator Front End Housing for Cracks,MIS,24-May-1969,DGCA/New-Misc/02,,,0:00, ,Applicable to M-3 Type generators
BELL 429,M002,5,DGCA Let No.9-414AI(II) Dt.11/11/74,M-3 Type Generator Insp. of Support Lugs at Commutator Front End Housing for Cracks,MIS,24-May-1969,DGCA/New-Misc/02,,,0:00, ,Applicable to M-3 Type generators
BELL 429,M002,80,DGCA Let. No.9-414AI(II) Dt:11/11/1974,M-3 type generators Inspection of support lug at commutator front end housing for cracks,MIS,11-Nov-1974,DGCA/New-Misc/02,,,0:00, ,As in AD
BELL 429,M002,80,DGCA Letter No.9-414AI(11,M-3 TYPE generators insp. of support lug at commutator front end housing for cracks.,MIS,11-Nov-1974,DGCA/New-Misc/02,,,0:00, ,As in AD
BELL 429,M002,5,DGCA Let No.9-414AI(II),M-3 Type Generator Insp. of Support Lugs at Commutator Front End Housing for Cracks,MIS,24-May-1969,DGCA/New-Misc/02,,,0:00, ,Applicable to M-3 Type generators
BELL 429,M002,5,DGCA Let No.9-414AI(II),M-3 Type Generator Insp. of Support Lugs at Commutator Front End Housing for Cracks,MIS,24-May-1969,DGCA/New-Misc/02,,,0:00, ,Applicable to M-3 Type generators
BELL 429,M002,5,DGCA Let No.9-414AI(II),M-3 Type Generator Insp. of Support Lugs at Commutator Front End Housing for Cracks,MIS,24-May-1969,DGCA/New-Misc/02,,,0:00, ,Applicable to M-3 Type generators
BELL 429,M003,11,FAA AD 74-08-09R2,"""No Smoking"" placard to be installed on lavatory door to prevent fires from smoking materials being dropped in to lavatory, paper or linen waste receptacles.",MIS,06-Aug-1974,DGCA/New-Misc/03 Rev.1,,,0:00, ,"All transport category airplanes, certified in any category"
BELL 429,M003,11,FAA AD 74-8-9R2,"""No Smoking"" placard to be installed on lavatory door to prevent fires from smoking materials being dropped in to lavatory paper or lenin waste receptacle.",MIS,06-Aug-1974,DGCA/New-Misc/03 Rev.1,,,0:00, ,"All transport category airplanes, certified in any category"
BELL 429,M003,11,FAA AD 74-8-9R2,"""No Smoking"" placard to be installed on lavatory door to prevent fires from smoking materials being dropped in to lavatory paper or lenin waste receptacle.",MIS,06-Aug-1974,DGCA/New-Misc/03 Rev.1,,,0:00, ,"All transport category airplanes, certified in any category"
BELL 429,M003,11,FAA AD 74-08-09R2,"""No Smoking"" placard to be installed on lavatory door to prevent fires from smoking materials being dropped in to lavatory, paper or linen waste receptacles.",MIS,06-Aug-1974,DGCA/New-Misc/03 Rev.1,,,0:00, ,"All transport category airplanes, certified in any category"
BELL 429,M004,31,DGCA let no. 4/26/73 AI,"Installation of ""G"" Meter During Cloud Seeding Operations",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,Applicable to all aircraft modified for cloud seeding operations
BELL 429,M004,25,DGCA Letter No.4/26/73AI Dt: 20/06/1974,"Installation of ""G"" meter during cloud seeding operations.",MIS,20-Jun-1974,DGCA/new-Misc/04,,,0:00, ,As in the letter
BELL 429,M004,31,DGCA letter no.4/26/73 A(I),"Installation of ""G"" meter during cloud seeding operations.",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,AS IN THE LETTER
BELL 429,M004,31,DGCA let no. 4/26/73 AI,"Installation of ""G"" Meter During Cloud Seeding Operations",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,Applicable to all aircraft modified for cloud seeding operations
BELL 429,M004,31,"DGCA Let. NO. 4/26/73AI(I), Dt. 20/6/74","Installation of ""G"" Meter During Cloud Seeding Operations",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,Applicable to all aircraft modified for cloud seeding operations
BELL 429,M004,31,DGCA let no. 4/26/73 AI,"Installation of ""G"" Meter During Cloud Seeding Operations",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,Applicable to all aircraft modified for cloud seeding operations
BELL 429,M004,31,"DGCA Let. NO. 4/26/73AI(I), Dt. 20/6/74","Installation of ""G"" Meter During Cloud Seeding Operations.",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,As in letter
BELL 429,M004,31,DGCA letter no.4/26/73 A(I),"Installation of ""G"" meter during cloud seeding operations.",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,AS IN THE LETTER
BELL 429,M004,31,"DGCA Let. NO. 4/26/73AI(I), Dt. 20/6/74","Installation of ""G"" Meter During Cloud Seeding Operations.",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,As in letter
BELL 429,M004,31,DGCA let no. 4/26/73 AI,"Installation of ""G"" Meter During Cloud Seeding Operations",MIS,20-Jun-1974,DGCA/New-Misc/04,,,0:00, ,Applicable to all aircraft modified for cloud seeding operations
BELL 429,M005,51,DGCA let no.78/111/75 AI,Painting of Helicopter Engaged in Agro Operations with 'Day Glow' Paint,MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,Applicable to helicopters
BELL 429,M005,51,DGCA let no.78/111/75 AI,Painting of Helicopter Engaged in Agro Operations with 'Day Glow' Paint,MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,Applicable to helicopters
BELL 429,M005,51,DGCA letter no.78/111/75A(I),"Painting of helicopter engaged in agro operations with 'Day Glow"" paint",MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,Applicable to helicopters
BELL 429,M005,51,DGCA let no.78/111/75 AI,Painting of Helicopter Engaged in Agro Operations with 'Day Glow' Paint,MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,Applicable to helicopters
BELL 429,M005,51,DGCA letter no.78/111/75A(I),"Painting of helicopter engaged in agro operations with 'Day Glow"" paint",MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,Applicable to helicopters
BELL 429,M005,100,"DGCA Let. No.78/111/75AI(I), Dt. 23/3/77","Painting of helicopter engaged in agro operations with 'Day Glow paint""",MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,As in the letter.
BELL 429,M005,51,DGCA Letter No.78/111/75A(I) Dt: 23/03/1977,"Painting of helicopters engaged in Agro operations with ""Day Glow"" paint.",MIS,23-Mar-1977,DGCA/New-Misc/05,,,0:00, ,Applicable to helicopters
