part_no,description,part_type,location,min_stock_level,rate,unit,category,serialized_status
23350CA120,Washer Lock,Vendor Part,,0,0,EACH,Expendable,
23351AC060LE,Lock Washer,Vendor Part,,0,0,EACH,Expendable,
23351AC060LI,Washer,Vendor Part,,0,0,EACH,Expendable,
23351AC080LE,Washer,Vendor Part,,0,0,EACH,Expendable,
23351CA100,Washer,Vendor Part,XA4,0,1.06,EACH,Expendable,
233-752,O Ring,Vendor Part,,0,0,EACH,Expendable,
234A0101,Filter,Vendor Part,,0,0,EACH,Expendable,
2350-0107,Valve,Vendor Part,VID8,0,0,EACH,Expendable,
2350066-1,Bolt,Vendor Part,,0,0,EACH,Expendable,
2368-503,Louver Eye Ball,Vendor Part,,0,0,EACH,Expendable,
237130-05,"Recorder, Cockpit Voice (CVR)",Vendor Part,,0,0,EACH,Rotable,
2373-1,Air Valve,Vendor Part,,0,0,EACH,Expendable,
237K23-2,Tire,Vendor Part,,1,0,EACH,Expendable,
238-0002-0001,Kit Fire Extinguisher Replace,Vendor Part,,0,0,EACH,Expendable,
2380047-3,Spacer,Vendor Part,,0,0,EACH,Expendable,
2380053-5,Seal,Vendor Part,,0,0,EACH,Expendable,
2380055-403,"Bracket, APU mount",Vendor Part,,0,0,EACH,Expendable,
2380058-5,Bracket,Vendor Part,,0,0,EACH,Expendable,
2380061-7,Packer,Vendor Part,,0,0,EACH,Expendable,
2380136-1,Eye Bolt Assy,Vendor Part,,0,0,EACH,Expendable,
2380137-401,Engine Mount,Vendor Part,,0,0,EACH,Expendable,
2380138-1,"Bracket, Side Brace",Vendor Part,,0,0,EACH,Expendable,
2380143-401,Cradle,Vendor Part,,0,0,EACH,Expendable,
2380144-1-1,"End Fitting, Cradle mount",Vendor Part,,0,0,EACH,Expendable,
2380144-2,End Fitting-Cradle Mount,Vendor Part,,0,0,EACH,Expendable,
2383097-1,SEAT BACK,Vendor Part,,0,0,EACH,Expendable,
23A-1500-61.9D,Torque Transducer,Vendor Part,,0,0,EACH,Instrument,
23T3-90,Teflon Coating,Vendor Part,,0,0,CAN,Consumable,
24.0042-29,Plug,Vendor Part,,0,0,EACH,Expendable,
240-140,Adjustable Valve Removal Wrench,Vendor Part,,0,0,EACH,Special Tool,
240-142,Insert for Medical O2 Cylinder,Vendor Part,,0,0,EACH,Special Tool,
240-145,Wrench for SCBA Air Pak Valves,Vendor Part,,0,0,EACH,Special Tool,
240-150,Breaker Bar,Vendor Part,,0,0,EACH,Special Tool,
240-160,"Impact Socket1 1/2""",Vendor Part,,0,0,EACH,Special Tool,
240-161,"Impact Socket 1""",Vendor Part,,0,0,EACH,Special Tool,
240-162,Impact Socket 3/4,Vendor Part,,0,0,EACH,Special Tool,
24096-100A,Seal,Vendor Part,,0,0,EACH,Expendable,
24096-150C,Gasket,Vendor Part,,0,0,EACH,Expendable,
24096-150-C,Gasket,Superseed Part,,0,0,EACH,Expendable,
24096-200A,Seal Metal,Vendor Part,,0,0,EACH,Expendable,
240L100,Drive Belt,Vendor Part,,0,0,EACH,Expendable,
24235-SOCN56066,Filter Element,Vendor Part,R3K1,0,0,EACH,Expendable,
24235-SOCN57394,"Element, Fuel Filter",Vendor Part,,0,0,EACH,Expendable,
2-43,Base,Vendor Part,,0,0,Each.,Expendable,
243110-01,Battery,Vendor Part,,0,0,EACH,Repairable,
24346-100-C,Gasket,Vendor Part,,0,0,EACH,Expendable,
24346-150-C,Gasket,Vendor Part,,0,0,EACH,Expendable,
24346-200A,APU Gasket,Vendor Part,,0,0,EACH,Expendable,
24-37-101,"Antenna, VOR / LOC/ GS NAV",Vendor Part,,0,0,EACH,Repairable,
244-09015,Cable,Vendor Part,,0,0,EACH,Expendable,
244-12886,Detector - fire loop,Vendor Part,,0,0,EACH,Component,
244-668,Lining,Superseed Part,,0,0,EACH,Expendable,
244-669,CARRIER & LINING,Vendor Part,,0,0,Each.,Accessories,
24502-200,Clamp,Vendor Part,,0,0,EACH,Expendable,
2452-064RET,Retainer,Vendor Part,,0,0,EACH,Expendable,
2452-080RET,Retainer,Vendor Part,,0,0,EACH,Expendable,
245-242,Ring,Vendor Part,XV D3,0,0,EACH,Expendable,
245-666,Ring Retaining,Vendor Part,,0,0,EACH,Expendable,
24583-001,Ring,Vendor Part,IVF3,0,0,EACH,Expendable,
2-46X19-18-50D6,Packing,Vendor Part,R3,0,0,EACH,Expendable,
247F22-1,TIRE,Vendor Part,,0,0,Each.,Accessories,
24RB,Lamp-Control Wheel maplight,Vendor Part,,0,0,EACH,Expendable,
250 C40B,Turbine,Vendor Part,,0,0,EACH,Component,
2501-1-138,Switch Panel Lav,Vendor Part,,0,0,EACH,Expendable,
2501-2-176H436N,Switch Panel,Vendor Part,,0,0,EACH,Repairable,
2501-2-176H601N,Switch Panel,OEM Part,,0,0,EACH,Repairable,
25-0491-1,"Cover, Strobe Light",Vendor Part,,0,0,EACH,Expendable,
250-C47B,250 Turbine Engine,Vendor Part,,0,0,EACH,Rotable,
250F17-2,"Switch, Fuel Flow",Vendor Part,VIIIF1,0,625,EACH,Expendable,
251-002,Amplifier,Vendor Part,,0,0,EACH,Expendable,
2510-5,LAMP,Vendor Part,,0,0,Each.,Component,
25140/65A238,Actuator,Alternate Part,R1,0,0,EACH,Expendable,
251411-1,Pane,Alternate Part,,0,0,EACH,Expendable,
2516-1-1,Touch screen PCU,Vendor Part,,0,0,EACH,Expendable,
251869-000,"Screw,Pivot,Retainer",OEM Part,,0,0,EACH,Accessories,
251W00129-3A,Lamp Box Window ASSY,Vendor Part,,0,0,EACH,Component,
252320-45,Panel,Vendor Part,,0,0,EACH,Expendable,
252320-46,Panel,Vendor Part,,0,0,EACH,Expendable,
252320-47,Lining,Vendor Part,,0,0,EACH,Expendable,
2524440-7-6,Fuel Control Unit,Vendor Part,,0,0,EACH,Rotable,
2524440-9,Fuel Control Unit,Vendor Part,,0,0,EACH,Rotable,
2524644-30NH,Fuel Control Unit,Alternate Part,,0,0,EACH,Rotable,
2524644-31H,Fuel Control Unit,Superseed Part,,0,0,EACH,Rotable,
2530-00008-01,Drain Tube - Flexible,Vendor Part,,0,0,FT,Expendable,
2530-00274-00,Tubing,Vendor Part,,0,0,5 FT,Expendable,
25301-0380,Joint Ball,Vendor Part,VIIIA15,0,1.04,EACH,Expendable,
2537533-10,Shim,Vendor Part,,0,0,EACH,Expendable,
25411-3,Pane,Alternate Part,,0,0,EACH,Equipment,
2549092-5,Fuel Control Unit,Vendor Part,,0,0,EACH,Rotable,
2549092-6,Fuel Control Assy,Vendor Part,,0,0,EACH,Repairable,
2549092-6HP,Fuel Control Unit,Vendor Part,,0,0,EACH,Rotable,
2549092-7HP,Fuel Control Assy,Alternate Part,,0,0,EACH,Repairable,
2549092-8N,Fuel Control Unit,Vendor Part,,0,0,EACH,Repairable,
2549170-2,Governor,Alternate Part,,0,0,EACH,Rotable,
25503-032,"Battery, Cockpit Emergency Light",Vendor Part,,0,0,EACH,Expendable,
255648-01,Disc Metal Red,Vendor Part,,0,0,EACH,Expendable,
255A-LH28/115,WARMING OVEN,Vendor Part,,0,0,EACH,Component,
25629P03,Filter,Vendor Part,,0,0,EACH,Expendable,
25656-6-250,Filter,Vendor Part,,0,0,EACH,Expendable,
2-56640-8010105,Circuit Breaker,Vendor Part,,0,0,EACH,Expendable,
25-6RF2339-63,"Conductor, Lightening",Vendor Part,,0,0,EACH,Expendable,
25-6RF3-61,"Packing, Block",Vendor Part,,0,0,EACH,Expendable,
25-6RF4323-3,CAP,Vendor Part,,0,0,EACH,Expendable,
25-6TP37,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-6UM31,MLG Slipper Ring Teflon,Vendor Part,,0,0,EACH,Expendable,
25-6UM49,NUT,Vendor Part,,0,0,EACH,Expendable,
257118-1,"CONTROL BOX BOTTOM,CE/TSO",Vendor Part,,0,0,EACH,Expendable,
257131-04,Screw THD FORM #2B BLACK .250,OEM Part,,0,0,EACH,Accessories,
2579483-1,Synchro,Vendor Part,,0,0,EACH,Expendable,
257CH9,Battery,Vendor Part,,0,0,EACH,Rotable,
25-7ES23,BUSH,Vendor Part,,0,0,Each.,Accessories,
25-7FC1055-5,Lock Retainer,Vendor Part,,0,0,EACH,Expendable,
25-7FC343,Latch,Vendor Part,,0,0,EACH,Expendable,
25-7MC75-143HS,CAP,Vendor Part,,0,0,EACH,Expendable,
25-7NF1815-5A,Diode Assy,Vendor Part,,0,0,EACH,Expendable,
25-7PF33,Bonding Spigot,Vendor Part,,0,0,EACH,Expendable,
25-7VF293,Gasket,OEM Part,,0,0,EACH,Expendable,
2586257-1,Remote Compensator,Vendor Part,,0,0,EACH,Component,
2587193-43,Directional Gyro -C-14A,Vendor Part,,0,0,EACH,Repairable,
2589226-1,Slaving Amp,Vendor Part,,0,0,EACH,Instrument,
25-8CW195-1,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-8FN1103-45,Windscreen LH,OEM Part,,0,0,EACH,Expendable,
25-8FN1111-1,Screw,Vendor Part,,0,0,EACH,Expendable,
25-8FN277-31,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8FN353-32,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8FN871-1,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-8GF191-67,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8GF195-1A,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-8GF195-3,Bolt,OEM Part,,0,0,EACH,Expendable,
25-8GF-195-5,Bush,Vendor Part,,0,0,EACH,Expendable,
25-8MM7-13A,Sun Visor Assembly,Vendor Part,,0,0,EACH,Expendable,
25-8MM7-9A,Visor Assy - Green,OEM Part,,0,0,EACH,Accessories,
25-8PF33-1A,Drain Water Valve,Vendor Part,,0,0,EACH,Expendable,
25-8PT325-1,Sleeve,Vendor Part,,0,0,EACH,Expendable,
25-8PT341-7,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8TE5-1,Casting Elevator,Vendor Part,,0,0,EACH,Expendable,
25-8TF437-265,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8TF437-266,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8UM1-245,BOLT,Vendor Part,,0,0,EACH,Expendable,
25-8UN255-1,TAB-LOCK,Vendor Part,,0,0,EACH,Expendable,
25-8UN265-1A,Drag Strut Pickup,OEM Part,,0,0,EACH,Repairable,
25-8UN285-1,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-8UN3-179A,NOSE LANDING GEAR DRAG STAY,Vendor Part,,0,0,EACH,Expendable,
25-8UN447-1,Battery Assy,Vendor Part,,0,0,EACH,Expendable,
25-8UN455-9,Sleeve Torque Link,Vendor Part,,0,0,EACH,Expendable,
25-8UN457-1,Pin-Steering disconnect,Vendor Part,,0,0,EACH,Expendable,
25-8VF663-65,Bonding Strip,Vendor Part,,0,0,EACH,Expendable,
25-8VF673-1,Washer,Vendor Part,,0,0,EACH,Expendable,
25-8VF693-5,Gasket,Vendor Part,,0,0,EACH,Expendable,
25-8VF-Z63-45,Gasket,Vendor Part,,0,0,EACH,Expendable,
25-8WG179-1,Bush,Vendor Part,,0,0,EACH,Expendable,
25-8WG183-1,Washer,Vendor Part,,0,0,EACH,Expendable,
25-8WG183-2,Washer,Vendor Part,,0,0,EACH,Expendable,
25-8WG2023-1,Washer,Vendor Part,,0,0,EACH,Expendable,
25-8WG25-1,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-8WG403-1,Bolt,Vendor Part,,0,0,EACH,Expendable,
25-8WS1023-1,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8WS1023-2,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8WS115-5,Seal,Vendor Part,,0,0,EACH,Expendable,
25-8WS1513-60,"RH, TKS Wing Panel",Vendor Part,,0,0,EACH,Expendable,
25-8WS1513-69A,"TKS Wing, LH",Vendor Part,,0,0,EACH,Expendable,
25-8WS1513-70A,Panel-Distributor,Vendor Part,,0,0,EACH,Expendable,
25-8WS1513-71A,"LH, TKS Wing Panel",Vendor Part,,0,0,EACH,Expendable,
