Aircraft,Assembly,Serial No,Log Page,Routing From,Routing To,Departure_ICAO,Arrival_ICAO,DepartureTime,TakeOffTime,TouchDownTime,ArrivalTime,Departure UTC,Take Off UTC,Touch Down UTC,Arrival UTC,Flight Time,CON. FLT. TIMES,BlockTime,CON. BLOCK TIMES,TOTAL A/C TIME,TOTAL CYCLES,CYLCES FLOWN,Flight Log Classification
VT-VPA,HAWKER 800XP,258415,0158,131,143,Not A,Not A,17-Apr-2022 10:35,17-Apr-2022 10:50,17-Apr-2022 12:21,17-Apr-2022 12:35,17-Apr-2022 05:05,17-Apr-2022 05:20,17-Apr-2022 06:51,17-Apr-2022 07:05,1:31,1.5,2:00,2.0,5090:05,3559,1,
VT-VPA,HAWKER 800XP,258415,0159,143,VAAH,Not A,Not A,18-Apr-2022 14:00,18-Apr-2022 14:15,18-Apr-2022 16:20,18-Apr-2022 16:35,18-Apr-2022 08:30,18-Apr-2022 08:45,18-Apr-2022 10:50,18-Apr-2022 11:05,2:05,2.1,2:35,2.6,5092:10,3560,1,
VT-VPA,HAWKER 800XP,258415,0160,VAAH,143,Not A,Not A,19-Apr-2022 22:25,19-Apr-2022 22:43,20-Apr-2022 00:48,20-Apr-2022 01:05,19-Apr-2022 16:55,19-Apr-2022 17:13,19-Apr-2022 19:18,19-Apr-2022 19:35,2:05,2.1,2:40,2.7,5094:15,3561,1,
VT-VPA,HAWKER 800XP,258415,0161,143,87,Not A,Not A,22-Apr-2022 15:15,22-Apr-2022 15:28,22-Apr-2022 16:18,22-Apr-2022 16:30,22-Apr-2022 09:45,22-Apr-2022 09:58,22-Apr-2022 10:48,22-Apr-2022 11:00,0:50,0.8,1:15,1.3,5095:05,3562,1,
VT-VPA,HAWKER 800XP,258415,0162,87,TV,Not A,Not A,23-Apr-2022 08:50,23-Apr-2022 09:00,23-Apr-2022 09:31,23-Apr-2022 09:40,23-Apr-2022 03:20,23-Apr-2022 03:30,23-Apr-2022 04:01,23-Apr-2022 04:10,0:31,0.5,0:50,0.8,5095:36,3563,1,
VT-VPA,HAWKER 800XP,258415,0162,TV,143,Not A,Not A,23-Apr-2022 12:30,23-Apr-2022 12:42,23-Apr-2022 13:43,23-Apr-2022 13:55,23-Apr-2022 07:00,23-Apr-2022 07:12,23-Apr-2022 08:13,23-Apr-2022 08:25,1:01,1.0,1:25,1.4,5096:37,3564,1,
VT-VPA,HAWKER 800XP,258415,0163,143,84,Not A,Not A,24-Apr-2022 08:50,24-Apr-2022 09:07,24-Apr-2022 09:49,24-Apr-2022 10:05,24-Apr-2022 03:20,24-Apr-2022 03:37,24-Apr-2022 04:19,24-Apr-2022 04:35,0:42,0.7,1:15,1.3,5097:19,3565,1,
VT-VPA,HAWKER 800XP,258415,0163,84,143,Not A,Not A,24-Apr-2022 18:30,24-Apr-2022 18:39,24-Apr-2022 19:21,24-Apr-2022 19:30,24-Apr-2022 13:00,24-Apr-2022 13:09,24-Apr-2022 13:51,24-Apr-2022 14:00,0:42,0.7,1:00,1.0,5098:01,3566,1,
VT-VPA,HAWKER 800XP,258415,0164,143,131,Not A,Not A,26-Apr-2022 06:50,26-Apr-2022 07:03,26-Apr-2022 08:38,26-Apr-2022 08:50,26-Apr-2022 01:20,26-Apr-2022 01:33,26-Apr-2022 03:08,26-Apr-2022 03:20,1:35,1.6,2:00,2.0,5099:36,3567,1,
VT-VPA,HAWKER 800XP,258415,0164,131,143,Not A,Not A,26-Apr-2022 13:40,26-Apr-2022 13:52,26-Apr-2022 15:39,26-Apr-2022 15:50,26-Apr-2022 08:10,26-Apr-2022 08:22,26-Apr-2022 10:09,26-Apr-2022 10:20,1:47,1.8,2:10,2.2,5101:23,3568,1,
VT-VPA,HAWKER 800XP,258415,0165,143,DELHI,Not A,,27-Apr-2022 06:50,27-Apr-2022 07:04,27-Apr-2022 09:31,27-Apr-2022 09:45,27-Apr-2022 01:20,27-Apr-2022 01:34,27-Apr-2022 04:01,27-Apr-2022 04:15,2:27,2.5,2:55,2.9,5103:50,3569,1,
VT-VPA,HAWKER 800XP,258415,0166,DELHI,VOBG,,Not A,28-Apr-2022 16:35,28-Apr-2022 16:47,28-Apr-2022 19:39,28-Apr-2022 19:50,28-Apr-2022 11:05,28-Apr-2022 11:17,28-Apr-2022 14:09,28-Apr-2022 14:20,2:52,2.9,3:15,3.3,5106:42,3570,1,
VT-VPA,HAWKER 800XP,258415,0167,VOBG,143,Not A,Not A,29-Apr-2022 17:35,29-Apr-2022 17:49,29-Apr-2022 18:22,29-Apr-2022 18:35,29-Apr-2022 12:05,29-Apr-2022 12:19,29-Apr-2022 12:52,29-Apr-2022 13:05,0:33,0.6,1:00,1.0,5107:15,3571,1,
VT-VPA,HAWKER 800XP,258415,0168,143,339,Not A,Not A,02-May-2022 16:10,02-May-2022 16:19,02-May-2022 18:01,02-May-2022 18:10,02-May-2022 10:40,02-May-2022 10:49,02-May-2022 12:31,02-May-2022 12:40,1:42,1.7,2:00,2.0,5108:57,3572,1,
VT-VPA,HAWKER 800XP,258415,0169,339,143,Not A,Not A,03-May-2022 08:55,03-May-2022 09:10,03-May-2022 10:56,03-May-2022 11:10,03-May-2022 03:25,03-May-2022 03:40,03-May-2022 05:26,03-May-2022 05:40,1:46,1.8,2:15,2.3,5110:43,3573,1,
VT-VPA,HAWKER 800XP,258415,0170,143,135,Not A,Not A,05-May-2022 13:15,05-May-2022 13:28,05-May-2022 14:53,05-May-2022 15:05,05-May-2022 07:45,05-May-2022 07:58,05-May-2022 09:23,05-May-2022 09:35,1:25,1.4,1:50,1.8,5112:08,3574,1,
VT-VPA,HAWKER 800XP,258415,0170,135,143,Not A,Not A,05-May-2022 15:45,05-May-2022 15:58,05-May-2022 17:28,05-May-2022 17:40,05-May-2022 10:15,05-May-2022 10:28,05-May-2022 11:58,05-May-2022 12:10,1:30,1.5,1:55,1.9,5113:38,3575,1,
VT-VPA,HAWKER 800XP,258415,0171,143,vosm,Not A,Not A,06-May-2022 16:00,06-May-2022 16:07,06-May-2022 16:44,06-May-2022 16:50,06-May-2022 10:30,06-May-2022 10:37,06-May-2022 11:14,06-May-2022 11:20,0:37,0.6,0:50,0.8,5114:15,3576,1,
VT-VPA,HAWKER 800XP,258415,0171,vosm,143,Not A,Not A,06-May-2022 17:20,06-May-2022 17:33,06-May-2022 18:07,06-May-2022 18:20,06-May-2022 11:50,06-May-2022 12:03,06-May-2022 12:37,06-May-2022 12:50,0:34,0.6,1:00,1.0,5114:49,3577,1,
VT-VPA,HAWKER 800XP,258415,0172,143,135,Not A,Not A,07-May-2022 14:40,07-May-2022 14:48,07-May-2022 16:07,07-May-2022 16:15,07-May-2022 09:10,07-May-2022 09:18,07-May-2022 10:37,07-May-2022 10:45,1:19,1.3,1:35,1.6,5116:08,3578,1,
VT-VPA,HAWKER 800XP,258415,0172,135,143,Not A,Not A,07-May-2022 18:15,07-May-2022 18:30,07-May-2022 19:55,07-May-2022 20:10,07-May-2022 12:45,07-May-2022 13:00,07-May-2022 14:25,07-May-2022 14:40,1:25,1.4,1:55,1.9,5117:33,3579,1,
VT-VPA,HAWKER 800XP,258415,0173,143,vosm,Not A,Not A,09-May-2022 07:55,09-May-2022 08:08,09-May-2022 08:43,09-May-2022 08:55,09-May-2022 02:25,09-May-2022 02:38,09-May-2022 03:13,09-May-2022 03:25,0:35,0.6,1:00,1.0,5118:08,3580,1,
VT-VPA,HAWKER 800XP,258415,0173,vosm,143,Not A,Not A,09-May-2022 09:15,09-May-2022 09:25,09-May-2022 10:06,09-May-2022 10:15,09-May-2022 03:45,09-May-2022 03:55,09-May-2022 04:36,09-May-2022 04:45,0:41,0.7,1:00,1.0,5118:49,3581,1,
VT-VPA,HAWKER 800XP,258415,0174,143,143,Not A,Not A,24-May-2022 17:30,24-May-2022 17:38,24-May-2022 17:38,24-May-2022 17:45,24-May-2022 12:00,24-May-2022 12:08,24-May-2022 12:08,24-May-2022 12:15,0:00,0.0,0:15,0.3,5118:49,3581,0,
VT-VPA,HAWKER 800XP,258415,0175,143,DELHI,Not A,,27-May-2022 12:05,27-May-2022 12:18,27-May-2022 14:52,27-May-2022 15:05,27-May-2022 06:35,27-May-2022 06:48,27-May-2022 09:22,27-May-2022 09:35,2:34,2.6,3:00,3.0,5121:23,3582,1,
VT-VPA,HAWKER 800XP,258415,0176,DELHI,VOBG,,Not A,28-May-2022 05:55,28-May-2022 06:06,28-May-2022 08:35,28-May-2022 08:45,28-May-2022 00:25,28-May-2022 00:36,28-May-2022 03:05,28-May-2022 03:15,2:29,2.5,2:50,2.8,5123:52,3583,1,
VT-VPA,HAWKER 800XP,258415,0176,VOBG,143,Not A,Not A,28-May-2022 18:30,28-May-2022 18:43,28-May-2022 19:23,28-May-2022 19:35,28-May-2022 13:00,28-May-2022 13:13,28-May-2022 13:53,28-May-2022 14:05,0:40,0.7,1:05,1.1,5124:32,3584,1,
VT-VPA,HAWKER 800XP,258415,0177,143,104,Not A,Not A,30-May-2022 07:10,30-May-2022 07:23,30-May-2022 09:38,30-May-2022 09:50,30-May-2022 01:40,30-May-2022 01:53,30-May-2022 04:08,30-May-2022 04:20,2:15,2.3,2:40,2.7,5126:47,3585,1,
VT-VPA,HAWKER 800XP,258415,0177,104,DELHI,Not A,,30-May-2022 12:30,30-May-2022 12:40,30-May-2022 13:31,30-May-2022 13:40,30-May-2022 07:00,30-May-2022 07:10,30-May-2022 08:01,30-May-2022 08:10,0:51,0.9,1:10,1.2,5127:38,3586,1,
VT-VPA,HAWKER 800XP,258415,0178,DELHI,143,,Not A,31-May-2022 06:05,31-May-2022 06:21,31-May-2022 08:49,31-May-2022 09:05,31-May-2022 00:35,31-May-2022 00:51,31-May-2022 03:19,31-May-2022 03:35,2:28,2.5,3:00,3.0,5130:06,3587,1,
VT-VPA,HAWKER 800XP,258415,0179,143,vosm,Not A,Not A,01-Jun-2022 13:00,01-Jun-2022 13:09,01-Jun-2022 13:56,01-Jun-2022 14:05,01-Jun-2022 07:30,01-Jun-2022 07:39,01-Jun-2022 08:26,01-Jun-2022 08:35,0:47,0.8,1:05,1.1,5130:53,3588,1,
VT-VPA,HAWKER 800XP,258415,0179,vosm,143,Not A,Not A,01-Jun-2022 14:20,01-Jun-2022 14:33,01-Jun-2022 15:12,01-Jun-2022 15:25,01-Jun-2022 08:50,01-Jun-2022 09:03,01-Jun-2022 09:42,01-Jun-2022 09:55,0:39,0.7,1:05,1.1,5131:32,3589,1,
VT-VPA,HAWKER 800XP,258415,0180,143,VAAH,Not A,Not A,08-Jun-2022 13:45,08-Jun-2022 13:56,08-Jun-2022 15:59,08-Jun-2022 16:10,08-Jun-2022 08:15,08-Jun-2022 08:26,08-Jun-2022 10:29,08-Jun-2022 10:40,2:03,2.1,2:25,2.4,5133:35,3590,1,
VT-VPA,HAWKER 800XP,258415,0180,VAAH,205,Not A,Not A,08-Jun-2022 16:55,08-Jun-2022 17:06,08-Jun-2022 19:20,08-Jun-2022 19:30,08-Jun-2022 11:25,08-Jun-2022 11:36,08-Jun-2022 13:50,08-Jun-2022 14:00,2:14,2.2,2:35,2.6,5135:49,3591,1,
VT-VPA,HAWKER 800XP,258415,0181,205,143,Not A,Not A,09-Jun-2022 12:05,09-Jun-2022 12:19,09-Jun-2022 12:52,09-Jun-2022 13:05,09-Jun-2022 06:35,09-Jun-2022 06:49,09-Jun-2022 07:22,09-Jun-2022 07:35,0:33,0.6,1:00,1.0,5136:22,3592,1,
VT-VPA,HAWKER 800XP,258415,0182,143,131,Not A,Not A,11-Jun-2022 11:20,11-Jun-2022 11:31,11-Jun-2022 13:04,11-Jun-2022 13:15,11-Jun-2022 05:50,11-Jun-2022 06:01,11-Jun-2022 07:34,11-Jun-2022 07:45,1:33,1.6,1:55,1.9,5137:55,3593,1,
VT-VPA,HAWKER 800XP,258415,0182,131,143,Not A,Not A,11-Jun-2022 14:25,11-Jun-2022 14:47,11-Jun-2022 16:23,11-Jun-2022 16:45,11-Jun-2022 08:55,11-Jun-2022 09:17,11-Jun-2022 10:53,11-Jun-2022 11:15,1:36,1.6,2:20,2.3,5139:31,3594,1,
VT-VPA,HAWKER 800XP,258415,0183,143,DELHI,Not A,,13-Jun-2022 07:25,13-Jun-2022 07:40,13-Jun-2022 10:05,13-Jun-2022 10:20,13-Jun-2022 01:55,13-Jun-2022 02:10,13-Jun-2022 04:35,13-Jun-2022 04:50,2:25,2.4,2:55,2.9,5141:56,3595,1,
VT-VPA,HAWKER 800XP,258415,0183,DELHI,143,,Not A,13-Jun-2022 19:45,13-Jun-2022 19:58,13-Jun-2022 22:33,13-Jun-2022 22:45,13-Jun-2022 14:15,13-Jun-2022 14:28,13-Jun-2022 17:03,13-Jun-2022 17:15,2:35,2.6,3:00,3.0,5144:31,3596,1,
VT-VPA,HAWKER 800XP,258415,0184,143,vosm,Not A,Not A,17-Jun-2022 14:10,17-Jun-2022 14:20,17-Jun-2022 15:00,17-Jun-2022 15:10,17-Jun-2022 08:40,17-Jun-2022 08:50,17-Jun-2022 09:30,17-Jun-2022 09:40,0:40,0.7,1:00,1.0,5145:11,3597,1,
VT-VPA,HAWKER 800XP,258415,0184,vosm,143,Not A,Not A,17-Jun-2022 16:25,17-Jun-2022 16:37,17-Jun-2022 17:23,17-Jun-2022 17:35,17-Jun-2022 10:55,17-Jun-2022 11:07,17-Jun-2022 11:53,17-Jun-2022 12:05,0:46,0.8,1:10,1.2,5145:57,3598,1,
VT-VPA,HAWKER 800XP,258415,0185,143,vosm,Not A,Not A,18-Jun-2022 16:10,18-Jun-2022 16:23,18-Jun-2022 16:58,18-Jun-2022 17:10,18-Jun-2022 10:40,18-Jun-2022 10:53,18-Jun-2022 11:28,18-Jun-2022 11:40,0:35,0.6,1:00,1.0,5146:32,3599,1,
VT-VPA,HAWKER 800XP,258415,0185,vosm,143,Not A,Not A,18-Jun-2022 17:25,18-Jun-2022 17:35,18-Jun-2022 18:16,18-Jun-2022 18:25,18-Jun-2022 11:55,18-Jun-2022 12:05,18-Jun-2022 12:46,18-Jun-2022 12:55,0:41,0.7,1:00,1.0,5147:13,3600,1,
VT-VPA,HAWKER 800XP,258415,0186,143,219,Not A,Not A,20-Jun-2022 06:45,20-Jun-2022 06:56,20-Jun-2022 07:49,20-Jun-2022 08:00,20-Jun-2022 01:15,20-Jun-2022 01:26,20-Jun-2022 02:19,20-Jun-2022 02:30,0:53,0.9,1:15,1.3,5148:06,3601,1,
VT-VPA,HAWKER 800XP,258415,0186,219,vosm,Not A,Not A,20-Jun-2022 16:10,20-Jun-2022 16:17,20-Jun-2022 17:19,20-Jun-2022 17:25,20-Jun-2022 10:40,20-Jun-2022 10:47,20-Jun-2022 11:49,20-Jun-2022 11:55,1:02,1.0,1:15,1.3,5149:08,3602,1,
VT-VPA,HAWKER 800XP,258415,0186,vosm,143,Not A,Not A,20-Jun-2022 17:35,20-Jun-2022 17:47,20-Jun-2022 18:19,20-Jun-2022 18:30,20-Jun-2022 12:05,20-Jun-2022 12:17,20-Jun-2022 12:49,20-Jun-2022 13:00,0:32,0.5,0:55,0.9,5149:40,3603,1,
VT-VPA,HAWKER 800XP,258415,0187,143,VOBG,Not A,Not A,22-Jun-2022 17:20,22-Jun-2022 17:35,22-Jun-2022 18:05,22-Jun-2022 18:20,22-Jun-2022 11:50,22-Jun-2022 12:05,22-Jun-2022 12:35,22-Jun-2022 12:50,0:30,0.5,1:00,1.0,5150:10,3604,1,
VT-VPA,HAWKER 800XP,258415,0187,VOBG,143,Not A,Not A,22-Jun-2022 21:20,22-Jun-2022 21:39,22-Jun-2022 22:16,22-Jun-2022 22:35,22-Jun-2022 15:50,22-Jun-2022 16:09,22-Jun-2022 16:46,22-Jun-2022 17:05,0:37,0.6,1:15,1.3,5150:47,3605,1,
VT-VPA,HAWKER 800XP,258415,0188,143,DELHI,Not A,,26-Jun-2022 06:50,26-Jun-2022 07:02,26-Jun-2022 09:49,26-Jun-2022 10:00,26-Jun-2022 01:20,26-Jun-2022 01:32,26-Jun-2022 04:19,26-Jun-2022 04:30,2:47,2.8,3:10,3.2,5153:34,3606,1,
VT-VPA,HAWKER 800XP,258415,0188,DELHI,143,,Not A,26-Jun-2022 15:40,26-Jun-2022 15:55,26-Jun-2022 18:25,26-Jun-2022 18:40,26-Jun-2022 10:10,26-Jun-2022 10:25,26-Jun-2022 12:55,26-Jun-2022 13:10,2:30,2.5,3:00,3.0,5156:04,3607,1,
VT-VPA,HAWKER 800XP,258415,0189,143,110,Not A,Not A,28-Jun-2022 07:20,28-Jun-2022 07:33,28-Jun-2022 10:18,28-Jun-2022 10:30,28-Jun-2022 01:50,28-Jun-2022 02:03,28-Jun-2022 04:48,28-Jun-2022 05:00,2:45,2.8,3:10,3.2,5158:49,3608,1,
VT-VPA,HAWKER 800XP,258415,0190,110,84,Not A,Not A,30-Jun-2022 13:10,30-Jun-2022 13:22,30-Jun-2022 16:28,30-Jun-2022 16:40,30-Jun-2022 07:40,30-Jun-2022 07:52,30-Jun-2022 10:58,30-Jun-2022 11:10,3:06,3.1,3:30,3.5,5161:55,3609,1,
VT-VPA,HAWKER 800XP,258415,0190,84,131,Not A,Not A,30-Jun-2022 16:55,30-Jun-2022 17:05,30-Jun-2022 18:41,30-Jun-2022 18:50,30-Jun-2022 11:25,30-Jun-2022 11:35,30-Jun-2022 13:11,30-Jun-2022 13:20,1:36,1.6,1:55,1.9,5163:31,3610,1,
VT-VPA,HAWKER 800XP,258415,0190,131,143,Not A,Not A,30-Jun-2022 20:05,30-Jun-2022 20:25,30-Jun-2022 22:06,30-Jun-2022 22:25,30-Jun-2022 14:35,30-Jun-2022 14:55,30-Jun-2022 16:36,30-Jun-2022 16:55,1:41,1.7,2:20,2.3,5165:12,3611,1,
VT-VPA,HAWKER 800XP,258415,0001,143,143,Not A,Not A,13-Jul-2022 11:00,13-Jul-2022 11:08,13-Jul-2022 11:08,13-Jul-2022 11:15,13-Jul-2022 05:30,13-Jul-2022 05:38,13-Jul-2022 05:38,13-Jul-2022 05:45,0:00,0.0,0:15,0.3,5165:12,3611,0,TAXI CHECK
VT-VPA,HAWKER 800XP,258415,0002,143,143,Not A,Not A,27-Jul-2022 21:00,27-Jul-2022 21:10,27-Jul-2022 21:10,27-Jul-2022 21:20,27-Jul-2022 15:30,27-Jul-2022 15:40,27-Jul-2022 15:40,27-Jul-2022 15:50,0:00,0.0,0:20,0.3,5165:12,3611,0,TAXI CHECK
